建檔日期	客戶名稱	業務	產業別	產品	數量	單價	合計
2013/3/8	X多媒體	玉文	服務業	玫瑰花	95	180	17100
2013/1/21	XXX腦	梓翔	資訊業	百合花	28	90	2520
2013/6/27	XXX研究所	怡文	政府機關	鬱金香	71	235	16685
2013/3/16	X銀行	梓翔	金融業	鬱金香	66	235	15510
2013/1/15	廣XX腦	怡文	金融業	百合花	60	90	5400
2013/9/8	XX管理	惠民	學校	鬱金香	60	235	14100
2013/7/2	元X大學資訊	惠民	學校	鬱金香	72	235	16920
2013/7/4	松x資訊X	宏澤	學校	百合花	57	90	5130
2013/11/2	萬X銀行	梓翔	金融業	百合花	100	90	9000
2013/12/19	大XX子	玉文	金融業	百合花	66	90	5940
2013/2/11	X總醫院	怡文	政府機關	玫瑰花	99	180	17820
2013/9/11	XX專X學校	梓翔	學校	百合花	9	90	810
2013/9/4	x大學	瑤瑤	學校	鬱金香	92	235	21620
2013/1/6	x林資訊	瑤瑤	金融業	鬱金香	21	235	4935
2013/12/11	xX證券	怡文	金融業	百合花	42	90	3780
2013/9/23	賽X基因	瑤瑤	金融業	百合花	49	90	4410
2013/9/3	X書院	惠民	學校	百合花	24	90	2160
2013/3/2	X戰部	玉文	政府機關	玫瑰花	21	180	3780
2013/5/26	X東航空	宏澤	服務業	百合花	8	90	720
2013/7/23	XX部	梓翔	政府機關	鬱金香	11	235	2585
2013/2/25	幸XX壽	怡文	金融業	鬱金香	65	235	15275
2013/9/14	XX紀資X	玉文	資訊業	玫瑰花	34	180	6120
2013/9/27	XX用卡中心	怡文	金融業	鬱金香	22	235	5170
2013/4/26	美商安X樂	宏澤	服務業	百合花	27	90	2430
2013/9/27	台X局	梓翔	政府機關	玫瑰花	53	180	9540
2013/3/13	XX系統	瑤瑤	製造業	鬱金香	5	235	1175
2013/1/14	凱X共關係	宏澤	服務業	鬱金香	37	235	8695
2013/8/20	XXXX	梓翔	資訊業	百合花	45	90	4050
2013/9/19	歐X	玉文	服務業	百合花	20	90	1800
2013/12/29	X會	瑤瑤	政府機關	百合花	56	90	5040
2013/10/27	東XX技	怡文	資訊業	鬱金香	68	235	15980
2013/1/10	X原X技	梓翔	資訊業	鬱金香	24	235	5640
2013/7/28	X大學	瑤瑤	學校	百合花	19	90	1710
2013/12/5	X東工專	玉文	學校	百合花	30	90	2700
2013/5/29	X技術	梓翔	學校	百合花	46	90	4140
2013/3/16	XXX商業銀行	怡文	金融業	玫瑰花	78	180	14040
2013/7/17	海X	瑤瑤	政府機關	百合花	71	90	6390
2013/5/15	X水X	梓翔	政府機關	鬱金香	68	235	15980
2013/6/9	XXX小	瑤瑤	學校	鬱金香	16	235	3760
2013/2/14	X關稅局	瑤瑤	政府機關	百合花	4	90	360
2013/7/27	XX銀行	怡文	金融業	玫瑰花	70	180	12600
2013/12/11	XX銀行	梓翔	金融業	玫瑰花	45	180	8100
2013/1/26	XXX壽	怡文	金融業	鬱金香	31	235	7285
2013/1/7	XX部	惠民	資訊業	百合花	22	90	1980
2013/2/10	金X證券	宏澤	金融業	玫瑰花	75	180	13500
2013/4/7	金X證券	宏澤	金融業	鬱金香	86	235	20210
2013/3/30	X山企業	玉文	資訊業	康乃馨	48	50	2400
2013/2/12	XX資安	瑤瑤	資訊業	杜鵑花	21	40	840
2013/3/6	XX資訊	玉文	資訊業	百合花	62	90	5580
2013/9/9	X聯X	怡文	資訊業	百合花	53	90	4770
2013/12/12	X博物院	玉文	政府機關	玫瑰花	85	180	15300
2013/5/7	XXX技	宏澤	金融業	百合花	31	90	2790
2013/10/31	XX部	怡文	政府機關	鬱金香	58	235	13630
2013/10/6	X記洋行	宏澤	服務業	杜鵑花	16	40	640
2013/3/8	XX麗X	玉文	製造業	杜鵑花	50	40	2000
2013/10/29	X泛X	梓翔	服務業	玫瑰花	44	180	7920
2013/6/22	X客多	宏澤	服務業	玫瑰花	93	180	16740
2013/1/3	和X超媒體	宏澤	服務業	鬱金香	89	235	20915
2013/10/13	X翔倉儲	玉文	服務業	百合花	40	90	3600
2013/9/20	X來水處	玉文	政府機關	玫瑰花	59	180	10620
2013/1/25	網XX技	梓翔	資訊業	鬱金香	28	235	6580
2013/1/30	XX資安	梓翔	資訊業	康乃馨	7	50	350
2013/4/15	X陽工業	梓翔	服務業	杜鵑花	66	40	2640
2013/5/22	X市X生局	梓翔	政府機關	百合花	50	90	4500
2013/12/29	茂X	瑤瑤	製造業	百合花	57	90	5130
2013/9/26	中X探採	怡文	製造業	玫瑰花	63	180	11340
2013/2/1	X特汽車	瑤瑤	製造業	百合花	1	90	90
2013/6/7	X財產局	瑤瑤	政府機關	鬱金香	45	235	10575
2013/6/26	X半導體	宏澤	製造業	杜鵑花	56	40	2240
2013/4/23	合X	惠民	製造業	杜鵑花	22	40	880
2013/4/1	聯XX)	宏澤	製造業	玫瑰花	1	180	180
2013/2/11	X山企業	宏澤	製造業	玫瑰花	68	180	12240
2013/3/3	太X欣榮	玉文	製造業	鬱金香	22	235	5170
2013/1/12	南X樹脂	惠民	製造業	百合花	74	90	6660
2013/11/11	XX	惠民	製造業	玫瑰花	75	180	13500
2013/1/3	X麗X技	惠民	製造業	鬱金香	67	235	15745
2013/3/7	X豐	玉文	製造業	杜鵑花	56	40	2240
2013/3/7	大X酒店	梓翔	服務業	杜鵑花	87	40	3480
2013/5/30	宏X集團	瑤瑤	製造業	百合花	98	90	8820
2013/11/28	X市政府	宏澤	政府機關	百合花	94	90	8460
2013/7/24	X銀行	玉文	金融業	玫瑰花	47	180	8460
2013/1/20	友X投X	宏澤	金融業	百合花	8	90	720
2013/3/10	XXX	宏澤	製造業	鬱金香	47	235	11045
2013/1/6	捷X商訊	怡文	資訊業	康乃馨	79	50	3950
2013/10/14	大州X服務	梓翔	資訊業	杜鵑花	26	40	1040
2013/10/30	網XX技	玉文	資訊業	玫瑰花	96	180	17280
2013/9/6	XX	怡文	資訊業	玫瑰花	51	180	9180
2013/2/3	X視X技	瑤瑤	資訊業	鬱金香	98	235	23030
2013/8/25	X石X化學	宏澤	製造業	百合花	60	90	5400
2013/9/15	環X產物	怡文	製造業	玫瑰花	98	180	17640
2013/11/18	環X產物	玉文	金融業	鬱金香	69	235	16215
2013/10/13	XX壽	惠民	金融業	康乃馨	44	50	2200
2013/11/20	X紡	惠民	資訊業	百合花	42	90	3780
2013/3/5	仁X集團	玉文	製造業	百合花	63	90	5670
2013/3/19	X商銀	宏澤	金融業	鬱金香	6	235	1410
2013/2/28	台北銀行	惠民	金融業	康乃馨	74	50	3700
2013/6/13	X銀行	梓翔	金融業	杜鵑花	24	40	960
2013/6/13	台X銀行	玉文	金融業	玫瑰花	10	180	1800
2013/2/1	X銀行	瑤瑤	金融業	玫瑰花	88	180	15840
2013/12/17	XX商銀	玉文	金融業	鬱金香	66	235	15510
2013/10/18	XX銀行	梓翔	金融業	百合花	99	90	8910
2013/9/23	萬X銀行	怡文	金融業	玫瑰花	81	180	14580
2013/9/26	土銀	宏澤	金融業	鬱金香	75	235	17625
2013/12/27	中X銀	惠民	金融業	鬱金香	1	235	235
2013/1/22	誠X銀	惠民	金融業	百合花	24	90	2160
2013/10/5	X銀行	怡文	金融業	百合花	27	90	2430
2013/7/19	X工銀	梓翔	金融業	百合花	66	90	5940
2013/8/17	合X	瑤瑤	金融業	玫瑰花	44	180	7920
2013/6/10	X銀	怡文	金融業	百合花	92	90	8280
2013/3/8	X銀行	玉文	金融業	鬱金香	25	235	5875
2013/2/14	X海銀行	梓翔	金融業	鬱金香	92	235	21620
2013/3/24	大X證	瑤瑤	金融業	百合花	24	90	2160
2013/9/14	X東證	玉文	金融業	玫瑰花	90	180	16200
2013/12/14	元x證	怡文	金融業	玫瑰花	8	180	1440
2013/2/6	中X銀證	宏澤	金融業	鬱金香	25	235	5875
2013/4/20	金XX銀證	玉文	金融業	百合花	79	90	7110
2013/3/2	XX投X	玉文	金融業	玫瑰花	77	180	13860
2013/5/13	X票券	宏澤	金融業	鬱金香	30	235	7050
2013/2/5	X島銀行	梓翔	金融業	鬱金香	67	235	15745
2013/3/6	X山銀行	怡文	金融業	百合花	41	90	3690
2013/3/20	X管中心	玉文	金融業	百合花	19	90	1710
2013/8/4	金X證券	怡文	金融業	百合花	76	90	6840
2013/4/11	XX期	怡文	金融業	玫瑰花	21	180	3780
2013/6/17	XX民黨	惠民	政府機關	百合花	22	90	1980
2013/8/3	X籌備處	梓翔	政府機關	鬱金香	27	235	6345
2013/6/4	XX子中心	惠民	政府機關	鬱金香	40	235	9400
2013/7/29	X銀	惠民	金融業	百合花	64	90	5760
2013/10/20	XX壽	惠民	金融業	玫瑰花	79	180	14220
2013/3/20	XX視公司	瑤瑤	政府機關	玫瑰花	82	180	14760
2013/2/8	X豐銀行	玉文	金融業	鬱金香	93	235	21855
2013/5/24	XXX研究所	惠民	政府機關	百合花	80	90	7200
2013/5/12	xX證券	瑤瑤	金融業	玫瑰花	62	180	11160
2013/10/1	X島銀行	惠民	金融業	鬱金香	15	235	3525
2013/7/19	X迅X技	梓翔	資訊業	鬱金香	89	235	20915
2013/1/15	XXX腦	惠民	資訊業	百合花	27	90	2430
2013/12/2	X物流	玉文	服務業	百合花	100	90	9000
2013/1/13	凌群X腦	瑤瑤	資訊業	玫瑰花	78	180	14040
2013/8/3	APOL	惠民	服務業	百合花	74	90	6660
2013/9/15	XXX腦	瑤瑤	資訊業	鬱金香	75	235	17625
2013/7/31	優易X技	惠民	資訊業	鬱金香	95	235	22325
2013/2/20	XXX公司	梓翔	政府機關	百合花	57	90	5130
2013/8/12	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	41	180	7380
2013/5/5	竹凡	怡文	資訊業	鬱金香	80	235	18800
2013/2/27	X鋒	瑤瑤	資訊業	玫瑰花	18	180	3240
2013/8/10	X廣	惠民	政府機關	仙人掌	72	60	4320
2013/3/9	安X	宏澤	資訊業	百合花	67	90	6030
2013/1/12	X眾	梓翔	資訊業	百合花	82	90	7380
2013/6/27	X里醫院	宏澤	政府機關	玫瑰花	78	180	14040
2013/10/4	水X醫院	玉文	政府機關	百合花	26	90	2340
2013/3/10	X銀行	惠民	資訊業	鬱金香	65	235	15275
2013/3/7	X時X銀行	宏澤	資訊業	鬱金香	54	235	12690
2013/7/9	X導資訊	玉文	製造業	百合花	5	90	450
2013/1/9	X鵬工業	瑤瑤	製造業	玫瑰花	85	180	15300
2013/1/11	X委會	怡文	政府機關	鬱金香	63	235	14805
2013/10/30	X會	怡文	政府機關	玫瑰花	8	180	1440
2013/8/17	X事局	怡文	政府機關	鬱金香	96	235	22560
2013/2/15	X法院	玉文	政府機關	鬱金香	27	235	6345
2013/3/25	萌欣X	宏澤	資訊業	百合花	59	90	5310
2013/1/9	X局	宏澤	政府機關	百合花	21	90	1890
2013/12/23	艾XX	玉文	資訊業	百合花	10	90	900
2013/8/20	X藥廠	惠民	製造業	玫瑰花	70	180	12600
2013/9/15	英X生	瑤瑤	製造業	百合花	6	90	540
2013/4/13	X島銀行	惠民	金融業	鬱金香	25	235	5875
2013/1/24	三X企業	怡文	製造業	鬱金香	84	235	19740
2013/12/4	X加X傳X腦	惠民	資訊業	百合花	81	90	7290
2013/11/11	XX廣告	瑤瑤	服務業	玫瑰花	10	180	1800
2013/9/23	台X消X局	梓翔	政府機關	玫瑰花	67	180	12060
2013/9/2	X心理系	瑤瑤	學校	鬱金香	73	235	17155
2013/11/26	XX企業	惠民	製造業	百合花	63	90	5670
2013/1/1	X技術	玉文	學校	玫瑰花	94	180	16920
2013/1/7	英XX	瑤瑤	資訊業	鬱金香	74	235	17390
2013/7/19	X分生所	瑤瑤	政府機關	鬱金香	83	235	19505
2013/10/28	XX台	怡文	政府機關	百合花	51	90	4590
2013/3/14	X大學	玉文	學校	百合花	13	90	1170
2013/3/21	XX大學	宏澤	學校	百合花	51	90	4590
2013/11/20	XXX北區網管處	惠民	政府機關	玫瑰花	87	180	15660
2013/8/26	群策X子	惠民	製造業	百合花	30	90	2700
2013/10/27	XX銀行	宏澤	金融業	鬱金香	63	235	14805
2013/3/8	X訊X子資訊學校	梓翔	學校	鬱金香	47	235	11045
2013/12/9	XXX研究所	怡文	政府機關	百合花	44	90	3960
2013/11/8	X技術	宏澤	學校	玫瑰花	5	180	900
2013/5/2	X縣政府	玉文	政府機關	玫瑰花	45	180	8100
2013/4/10	中X院	玉文	政府機關	鬱金香	61	235	14335
2013/3/18	中X院	瑤瑤	政府機關	百合花	45	90	4050
2013/6/26	台X材	梓翔	製造業	玫瑰花	67	180	12060
2013/3/26	台X	怡文	製造業	鬱金香	82	235	19270
2013/12/23	南XX路	梓翔	製造業	鬱金香	77	235	18095
2013/6/13	台X政府X局	瑤瑤	政府機關	百合花	87	90	7830
2013/3/16	中XX子	怡文	製造業	百合花	17	90	1530
2013/8/22	仁XX腦	惠民	資訊業	百合花	3	90	270
2013/9/30	X多媒體	玉文	服務業	玫瑰花	13	180	2340
2013/11/23	XXX腦	梓翔	資訊業	百合花	57	90	5130
2013/5/19	XXX研究所	怡文	政府機關	鬱金香	80	235	18800
2013/3/31	X銀行	梓翔	金融業	鬱金香	57	235	13395
2013/4/6	廣XX腦	怡文	金融業	百合花	21	90	1890
2013/5/30	XX管理	惠民	學校	鬱金香	90	235	21150
2013/1/4	元X大學資訊	惠民	學校	鬱金香	57	235	13395
2013/8/10	松x資訊X	宏澤	學校	百合花	21	90	1890
2013/5/26	萬X銀行	梓翔	金融業	百合花	82	90	7380
2013/12/22	大XX子	玉文	金融業	百合花	41	90	3690
2013/11/16	X總醫院	怡文	政府機關	玫瑰花	53	180	9540
2013/7/9	XX專X學校	梓翔	學校	百合花	17	90	1530
2013/3/8	x大學	瑤瑤	學校	鬱金香	17	235	3995
2013/11/20	x林資訊	瑤瑤	金融業	鬱金香	96	235	22560
2013/12/27	xX證券	怡文	金融業	百合花	37	90	3330
2013/2/21	賽X基因	瑤瑤	金融業	百合花	92	90	8280
2013/9/17	X書院	惠民	學校	百合花	89	90	8010
2013/4/11	X戰部	玉文	政府機關	玫瑰花	69	180	12420
2013/2/17	X東航空	宏澤	服務業	百合花	37	90	3330
2013/9/8	XX部	梓翔	政府機關	鬱金香	95	235	22325
2013/2/25	幸XX壽	怡文	金融業	鬱金香	30	235	7050
2013/3/12	XX紀資X	玉文	資訊業	玫瑰花	92	180	16560
2013/3/25	XX用卡中心	怡文	金融業	鬱金香	29	235	6815
2013/9/20	美商安X樂	宏澤	服務業	百合花	9	90	810
2013/9/1	台X局	梓翔	政府機關	玫瑰花	21	180	3780
2013/3/21	XX系統	瑤瑤	製造業	鬱金香	84	235	19740
2013/4/19	凱X共關係	宏澤	服務業	鬱金香	79	235	18565
2013/6/11	XXXX	梓翔	資訊業	百合花	63	90	5670
2013/2/13	歐X	玉文	服務業	百合花	35	90	3150
2013/7/29	X會	瑤瑤	政府機關	百合花	10	90	900
2013/4/20	東XX技	怡文	資訊業	鬱金香	17	235	3995
2013/9/22	X原X技	梓翔	資訊業	鬱金香	49	235	11515
2013/4/3	X大學	瑤瑤	學校	百合花	14	90	1260
2013/1/25	X東工專	玉文	學校	百合花	21	90	1890
2013/6/7	X技術	梓翔	學校	百合花	54	90	4860
2013/1/14	XXX商業銀行	怡文	金融業	玫瑰花	57	180	10260
2013/7/6	海X	瑤瑤	政府機關	百合花	1	90	90
2013/12/31	X水X	梓翔	政府機關	鬱金香	2	235	470
2013/10/8	XXX小	瑤瑤	學校	鬱金香	83	235	19505
2013/2/8	X關稅局	瑤瑤	政府機關	百合花	14	90	1260
2013/7/17	XX銀行	怡文	金融業	玫瑰花	15	180	2700
2013/9/15	XX銀行	梓翔	金融業	玫瑰花	54	180	9720
2013/9/11	XXX壽	怡文	金融業	鬱金香	71	235	16685
2013/5/2	XX部	惠民	資訊業	百合花	3	90	270
2013/4/23	金X證券	宏澤	金融業	玫瑰花	29	180	5220
2013/2/8	金X證券	宏澤	金融業	鬱金香	89	235	20915
2013/11/23	X山企業	玉文	資訊業	康乃馨	73	50	3650
2013/12/8	XX資安	瑤瑤	資訊業	杜鵑花	53	40	2120
2013/11/16	XX資訊	玉文	資訊業	百合花	21	90	1890
2013/5/5	X聯X	怡文	資訊業	百合花	76	90	6840
2013/12/21	X博物院	玉文	政府機關	玫瑰花	18	180	3240
2013/12/6	XXX技	宏澤	金融業	百合花	73	90	6570
2013/1/27	XX部	怡文	政府機關	鬱金香	35	235	8225
2013/8/11	X記洋行	宏澤	服務業	杜鵑花	98	40	3920
2013/12/31	XX麗X	玉文	製造業	杜鵑花	79	40	3160
2013/6/30	X泛X	梓翔	服務業	玫瑰花	42	180	7560
2013/2/6	X客多	宏澤	服務業	玫瑰花	81	180	14580
2013/10/3	和X超媒體	宏澤	服務業	鬱金香	64	235	15040
2013/11/30	X翔倉儲	玉文	服務業	百合花	85	90	7650
2013/12/30	X來水處	玉文	政府機關	玫瑰花	83	180	14940
2013/8/6	網XX技	梓翔	資訊業	鬱金香	13	235	3055
2013/5/4	XX資安	梓翔	資訊業	康乃馨	45	50	2250
2013/7/3	X陽工業	梓翔	服務業	杜鵑花	33	40	1320
2013/8/20	X市X生局	梓翔	政府機關	百合花	86	90	7740
2013/2/24	茂X	瑤瑤	製造業	百合花	53	90	4770
2013/10/8	中X探採	怡文	製造業	玫瑰花	85	180	15300
2013/3/8	X特汽車	瑤瑤	製造業	百合花	45	90	4050
2013/3/16	X財產局	瑤瑤	政府機關	鬱金香	27	235	6345
2013/7/27	X半導體	宏澤	製造業	杜鵑花	39	40	1560
2013/12/14	合X	惠民	製造業	杜鵑花	80	40	3200
2013/2/5	聯XX)	宏澤	製造業	玫瑰花	5	180	900
2013/10/20	X山企業	宏澤	製造業	玫瑰花	3	180	540
2013/8/21	太X欣榮	玉文	製造業	鬱金香	12	235	2820
2013/5/3	南X樹脂	惠民	製造業	百合花	98	90	8820
2013/1/26	XX	惠民	製造業	玫瑰花	46	180	8280
2013/7/10	X麗X技	惠民	製造業	鬱金香	22	235	5170
2013/11/8	X豐	玉文	製造業	杜鵑花	14	40	560
2013/7/28	大X酒店	梓翔	服務業	杜鵑花	58	40	2320
2013/2/15	宏X集團	瑤瑤	製造業	百合花	85	90	7650
2013/11/29	X市政府	宏澤	政府機關	百合花	7	90	630
2013/1/29	X銀行	玉文	金融業	玫瑰花	80	180	14400
2013/4/4	友X投X	宏澤	金融業	百合花	10	90	900
2013/4/1	XXX	宏澤	製造業	鬱金香	69	235	16215
2013/11/1	捷X商訊	怡文	資訊業	康乃馨	24	50	1200
2013/8/23	大州X服務	梓翔	資訊業	杜鵑花	91	40	3640
2013/1/19	網XX技	玉文	資訊業	玫瑰花	21	180	3780
2013/3/31	XX	怡文	資訊業	玫瑰花	44	180	7920
2013/12/26	X視X技	瑤瑤	資訊業	鬱金香	3	235	705
2013/2/9	X石X化學	宏澤	製造業	百合花	54	90	4860
2013/1/4	環X產物	怡文	製造業	玫瑰花	70	180	12600
2013/4/20	環X產物	玉文	金融業	鬱金香	91	235	21385
2013/2/27	XX壽	惠民	金融業	康乃馨	1	50	50
2013/9/17	X紡	惠民	資訊業	百合花	26	90	2340
2013/4/14	仁X集團	玉文	製造業	百合花	74	90	6660
2013/1/5	X商銀	宏澤	金融業	鬱金香	5	235	1175
2013/4/28	台北銀行	惠民	金融業	康乃馨	4	50	200
2013/3/14	X銀行	梓翔	金融業	杜鵑花	27	40	1080
2013/3/24	台X銀行	玉文	金融業	玫瑰花	85	180	15300
2013/10/13	X銀行	瑤瑤	金融業	玫瑰花	61	180	10980
2013/10/20	XX商銀	玉文	金融業	鬱金香	44	235	10340
2013/4/14	XX銀行	梓翔	金融業	百合花	86	90	7740
2013/12/14	萬X銀行	怡文	金融業	玫瑰花	28	180	5040
2013/3/7	土銀	宏澤	金融業	鬱金香	46	235	10810
2013/2/21	中X銀	惠民	金融業	鬱金香	17	235	3995
2013/3/4	誠X銀	惠民	金融業	百合花	17	90	1530
2013/8/12	X銀行	怡文	金融業	百合花	19	90	1710
2013/1/1	X工銀	梓翔	金融業	百合花	67	90	6030
2013/10/3	合X	瑤瑤	金融業	玫瑰花	64	180	11520
2013/11/13	X銀	怡文	金融業	百合花	46	90	4140
2013/1/26	X銀行	玉文	金融業	鬱金香	46	235	10810
2013/1/18	X海銀行	梓翔	金融業	鬱金香	3	235	705
2013/10/2	大X證	瑤瑤	金融業	百合花	76	90	6840
2013/10/18	X東證	玉文	金融業	玫瑰花	89	180	16020
2013/3/8	元x證	怡文	金融業	玫瑰花	100	180	18000
2013/3/14	中X銀證	宏澤	金融業	鬱金香	59	235	13865
2013/8/31	金XX銀證	玉文	金融業	百合花	22	90	1980
2013/1/1	XX投X	玉文	金融業	玫瑰花	4	180	720
2013/4/10	X票券	宏澤	金融業	鬱金香	69	235	16215
2013/8/28	X島銀行	梓翔	金融業	鬱金香	4	235	940
2013/3/6	X山銀行	怡文	金融業	百合花	5	90	450
2013/11/26	X管中心	玉文	金融業	百合花	67	90	6030
2013/10/16	金X證券	怡文	金融業	百合花	75	90	6750
2013/9/13	XX期	怡文	金融業	玫瑰花	55	180	9900
2013/1/15	XX民黨	惠民	政府機關	百合花	81	90	7290
2013/11/10	X籌備處	梓翔	政府機關	鬱金香	63	235	14805
2013/5/4	XX子中心	惠民	政府機關	鬱金香	35	235	8225
2013/5/23	X銀	惠民	金融業	百合花	10	90	900
2013/12/5	XX壽	惠民	金融業	玫瑰花	70	180	12600
2013/9/10	XX視公司	瑤瑤	政府機關	玫瑰花	45	180	8100
2013/1/11	X豐銀行	玉文	金融業	鬱金香	56	235	13160
2013/2/2	XXX研究所	惠民	政府機關	百合花	99	90	8910
2013/1/12	xX證券	瑤瑤	金融業	玫瑰花	56	180	10080
2013/11/3	X島銀行	惠民	金融業	鬱金香	82	235	19270
2013/7/2	X迅X技	梓翔	資訊業	鬱金香	23	235	5405
2013/12/5	XXX腦	惠民	資訊業	百合花	25	90	2250
2013/11/25	X物流	玉文	服務業	百合花	35	90	3150
2013/12/23	凌群X腦	瑤瑤	資訊業	玫瑰花	31	180	5580
2013/9/19	APOL	惠民	服務業	百合花	72	90	6480
2013/8/2	XXX腦	瑤瑤	資訊業	鬱金香	40	235	9400
2013/8/28	優易X技	惠民	資訊業	鬱金香	67	235	15745
2013/6/12	XXX公司	梓翔	政府機關	百合花	3	90	270
2013/4/20	X鋒-資訊安全顧問公司ISS	瑤瑤	服務業	玫瑰花	84	180	15120
2013/1/20	竹凡	怡文	資訊業	鬱金香	90	235	21150
2013/5/19	X鋒	瑤瑤	資訊業	玫瑰花	14	180	2520
2013/4/14	X廣	惠民	政府機關	仙人掌	87	60	5220
2013/12/22	安X	宏澤	資訊業	百合花	93	90	8370
2013/6/6	X眾	梓翔	資訊業	百合花	33	90	2970
2013/4/14	X里醫院	宏澤	政府機關	玫瑰花	4	180	720
2013/2/10	水X醫院	玉文	政府機關	百合花	30	90	2700
2013/9/4	X銀行	惠民	資訊業	鬱金香	73	235	17155
2013/7/21	X時X銀行	宏澤	資訊業	鬱金香	17	235	3995
2013/10/3	X導資訊	玉文	製造業	百合花	4	90	360
2013/10/24	X鵬工業	瑤瑤	製造業	玫瑰花	39	180	7020
2013/10/10	X委會	怡文	政府機關	鬱金香	3	235	705
2013/4/30	X會	怡文	政府機關	玫瑰花	44	180	7920
2013/5/8	X事局	怡文	政府機關	鬱金香	18	235	4230
2013/1/25	X法院	玉文	政府機關	鬱金香	18	235	4230
2013/9/19	萌欣X	宏澤	資訊業	百合花	23	90	2070
2013/2/21	X局	宏澤	政府機關	百合花	32	90	2880
2013/7/29	艾XX	玉文	資訊業	百合花	18	90	1620
2013/4/13	X藥廠	惠民	製造業	玫瑰花	89	180	16020
2013/3/5	英X生	瑤瑤	製造業	百合花	71	90	6390
2013/12/23	X島銀行	惠民	金融業	鬱金香	8	235	1880
2013/5/31	三X企業	怡文	製造業	鬱金香	37	235	8695
2013/7/17	X加X傳X腦	惠民	資訊業	百合花	3	90	270
2013/9/20	XX廣告	瑤瑤	服務業	玫瑰花	32	180	5760
2013/1/5	台X消X局	梓翔	政府機關	玫瑰花	9	180	1620
2013/7/6	X心理系	瑤瑤	學校	鬱金香	9	235	2115
2013/11/29	XX企業	惠民	製造業	百合花	85	90	7650
2013/7/18	X技術	玉文	學校	玫瑰花	48	180	8640
2013/5/8	英XX	瑤瑤	資訊業	鬱金香	44	235	10340
2013/8/19	X分生所	瑤瑤	政府機關	鬱金香	51	235	11985
2013/11/22	XX台	怡文	政府機關	百合花	19	90	1710
2013/6/17	X大學	玉文	學校	百合花	53	90	4770
2013/6/13	XX大學	宏澤	學校	百合花	95	90	8550
2013/6/27	XXX北區網管處	惠民	政府機關	玫瑰花	49	180	8820
2013/3/20	群策X子	惠民	製造業	百合花	55	90	4950
2013/8/26	XX銀行	宏澤	金融業	鬱金香	98	235	23030
2013/6/27	X訊X子資訊學校	梓翔	學校	鬱金香	92	235	21620
2013/9/20	XXX研究所	怡文	政府機關	百合花	29	90	2610
2013/4/17	X技術	宏澤	學校	玫瑰花	90	180	16200
2013/11/19	X縣政府	玉文	政府機關	玫瑰花	26	180	4680
2013/2/25	中X院	玉文	政府機關	鬱金香	69	235	16215
2013/12/5	中X院	瑤瑤	政府機關	百合花	98	90	8820
2013/7/22	台X材	梓翔	製造業	玫瑰花	80	180	14400
2013/12/17	台X	怡文	製造業	鬱金香	100	235	23500
2013/6/27	南XX路	梓翔	製造業	鬱金香	54	235	12690
2013/6/29	台X政府X局	瑤瑤	政府機關	百合花	61	90	5490
2013/2/15	中XX子	怡文	製造業	百合花	51	90	4590
2013/9/28	仁XX腦	惠民	資訊業	百合花	42	90	3780
2013/6/29	X多媒體	玉文	服務業	玫瑰花	7	180	1260
2013/9/3	XXX腦	梓翔	資訊業	百合花	29	90	2610
2013/5/24	XXX研究所	怡文	政府機關	鬱金香	51	235	11985
2013/12/15	X銀行	梓翔	金融業	鬱金香	76	235	17860
2013/8/26	廣XX腦	怡文	金融業	百合花	72	90	6480
2013/8/20	XX管理	惠民	學校	鬱金香	6	235	1410
2013/11/23	元X大學資訊	惠民	學校	鬱金香	86	235	20210
2013/4/21	松x資訊X	宏澤	學校	百合花	60	90	5400
2013/3/20	萬X銀行	梓翔	金融業	百合花	48	90	4320
2013/12/18	大XX子	玉文	金融業	百合花	35	90	3150
2013/3/1	X總醫院	怡文	政府機關	玫瑰花	4	180	720
2013/2/6	XX專X學校	梓翔	學校	百合花	83	90	7470
2013/2/4	x大學	瑤瑤	學校	鬱金香	67	235	15745
2013/4/20	x林資訊	瑤瑤	金融業	鬱金香	43	235	10105
2013/7/20	xX證券	怡文	金融業	百合花	70	90	6300
2013/2/22	賽X基因	瑤瑤	金融業	百合花	99	90	8910
2013/9/28	X書院	惠民	學校	百合花	40	90	3600
2013/8/29	X戰部	玉文	政府機關	玫瑰花	74	180	13320
2013/4/9	X東航空	宏澤	服務業	百合花	16	90	1440
2013/3/4	XX部	梓翔	政府機關	鬱金香	40	235	9400
2013/12/31	幸XX壽	怡文	金融業	鬱金香	12	235	2820
2013/10/10	XX紀資X	玉文	資訊業	玫瑰花	25	180	4500
2013/7/28	XX用卡中心	怡文	金融業	鬱金香	58	235	13630
2013/2/22	美商安X樂	宏澤	服務業	百合花	66	90	5940
2013/8/9	台X局	梓翔	政府機關	玫瑰花	22	180	3960
2013/12/21	XX系統	瑤瑤	製造業	鬱金香	11	235	2585
2013/9/18	凱X共關係	宏澤	服務業	鬱金香	21	235	4935
2013/8/23	XXXX	梓翔	資訊業	百合花	75	90	6750
2013/4/3	歐X	玉文	服務業	百合花	83	90	7470
2013/12/4	X會	瑤瑤	政府機關	百合花	18	90	1620
2013/2/1	東XX技	怡文	資訊業	鬱金香	73	235	17155
